id_turma;situacao_turma;nome_prof;codigo;nome_materia;total_aprovados;total;aprovacao
57635781;CONSOLIDADA;FRANCISCO EDSON DA SILVA;ECT2101;PRÉ-CÁLCULO;42.0;169.0;0.2485207100591716
57635792;CONSOLIDADA;FRANCISCO EDSON DA SILVA;ECT2101;PRÉ-CÁLCULO;22.0;102.0;0.21568627450980393
57635782;CONSOLIDADA;JOSINALDO MENEZES DA SILVA;ECT2101;PRÉ-CÁLCULO;118.0;161.0;0.7329192546583851
57635783;CONSOLIDADA;JOSINALDO MENEZES DA SILVA;ECT2101;PRÉ-CÁLCULO;89.0;226.0;0.3938053097345133
57635785;CONSOLIDADA;LEO GOUVEA MEDEIROS;ECT2101;PRÉ-CÁLCULO;15.0;106.0;0.14150943396226415
57635789;CONSOLIDADA;LEO GOUVEA MEDEIROS;ECT2101;PRÉ-CÁLCULO;22.0;175.0;0.12571428571428572
57635794;CONSOLIDADA;PAULO DANTAS SESION JUNIOR;ECT2102;VETORES E GEOMETRIA ANALÍTICA;20.0;196.0;0.10204081632653061
57635801;CONSOLIDADA;PAULO DANTAS SESION JUNIOR;ECT2102;VETORES E GEOMETRIA ANALÍTICA;13.0;186.0;0.06989247311827956
57635795;CONSOLIDADA;FABIANA TRISTAO DE SANTANA;ECT2102;VETORES E GEOMETRIA ANALÍTICA;116.0;227.0;0.5110132158590308
57635796;CONSOLIDADA;FABIANA TRISTAO DE SANTANA;ECT2102;VETORES E GEOMETRIA ANALÍTICA;77.0;295.0;0.26101694915254237
57635797;CONSOLIDADA;JEFFERSON SOARES DA COSTA;ECT2102;VETORES E GEOMETRIA ANALÍTICA;17.0;155.0;0.10967741935483871
57635800;CONSOLIDADA;JEFFERSON SOARES DA COSTA;ECT2102;VETORES E GEOMETRIA ANALÍTICA;32.0;148.0;0.21621621621621623
57635798;CONSOLIDADA;LEANDRO IBIAPINA BEVILAQUA;ECT2102;VETORES E GEOMETRIA ANALÍTICA;34.0;159.0;0.2138364779874214
57635799;CONSOLIDADA;LEANDRO IBIAPINA BEVILAQUA;ECT2102;VETORES E GEOMETRIA ANALÍTICA;38.0;182.0;0.2087912087912088
57635804;CONSOLIDADA;SIMONE BATISTA;ECT2103;CÁLCULO I;42.0;203.0;0.20689655172413793
57641734;CONSOLIDADA;SIMONE BATISTA;ECT2103;CÁLCULO I;28.0;72.0;0.3888888888888889
57635805;CONSOLIDADA;ELTON JOSE FIGUEIREDO DE CARVALHO;ECT2103;CÁLCULO I;61.0;150.0;0.4066666666666667
57635806;CONSOLIDADA;ELTON JOSE FIGUEIREDO DE CARVALHO;ECT2103;CÁLCULO I;27.0;190.0;0.14210526315789473
57635808;CONSOLIDADA;RICARDO WAGNER DE ARAUJO;ECT2103;CÁLCULO I;14.0;130.0;0.1076923076923077
57635809;CONSOLIDADA;RICARDO WAGNER DE ARAUJO;ECT2103;CÁLCULO I;12.0;161.0;0.07453416149068323
57635810;CONSOLIDADA;ALEXSANDRO PEREIRA LIMA;ECT2103;CÁLCULO I;42.0;171.0;0.24561403508771928
57636304;CONSOLIDADA;LEONARDO MAFRA BEZERRIL;ECT2301;CÁLCULO III;4.0;28.0;0.14285714285714285
57636305;CONSOLIDADA;LEONARDO MAFRA BEZERRIL;ECT2301;CÁLCULO III;28.0;187.0;0.1497326203208556
57636307;CONSOLIDADA;DARLAN ARAUJO MOREIRA;ECT2301;CÁLCULO III;57.0;113.0;0.504424778761062
57636310;CONSOLIDADA;DARLAN ARAUJO MOREIRA;ECT2301;CÁLCULO III;34.0;72.0;0.4722222222222222
57635812;CONSOLIDADA;TATIANA DE CAMPOS BICUDO;ECT2104;QUÍMICA GERAL;3.0;44.0;0.06818181818181818
57635813;CONSOLIDADA;TATIANA DE CAMPOS BICUDO;ECT2104;QUÍMICA GERAL;12.0;41.0;0.2926829268292683
57635814;CONSOLIDADA;TATIANA DE CAMPOS BICUDO;ECT2104;QUÍMICA GERAL;11.0;31.0;0.3548387096774194
57635815;CONSOLIDADA;TATIANA DE CAMPOS BICUDO;ECT2104;QUÍMICA GERAL;11.0;28.0;0.39285714285714285
57635816;CONSOLIDADA;TATIANA DE CAMPOS BICUDO;ECT2104;QUÍMICA GERAL;7.0;35.0;0.2
57635818;CONSOLIDADA;PATRICIA KAORI SOARES;ECT2104;QUÍMICA GERAL;20.0;34.0;0.5882352941176471
57635819;CONSOLIDADA;PATRICIA KAORI SOARES;ECT2104;QUÍMICA GERAL;14.0;35.0;0.4
57635820;CONSOLIDADA;PATRICIA KAORI SOARES;ECT2104;QUÍMICA GERAL;15.0;38.0;0.39473684210526316
57635821;CONSOLIDADA;PATRICIA KAORI SOARES;ECT2104;QUÍMICA GERAL;16.0;40.0;0.4
57635822;CONSOLIDADA;PATRICIA KAORI SOARES;ECT2104;QUÍMICA GERAL;21.0;31.0;0.6774193548387096
57635824;CONSOLIDADA;FILIPE MARTEL DE MAGALHAES BORGES;ECT2104;QUÍMICA GERAL;19.0;54.0;0.35185185185185186
